MaddeID,SiraNo,Bolum,StandartGrubu,KaynakTuru,StandartMaddeNo,KontrolBasligi,DenetciYonlendirmesi,YontemKodu,DogrulamaYontemi,HazirSecenekler,Olcu1Adi,Olcu1Birimi,Olcu2Adi,Olcu2Birimi,TahrikKosulu,MDKosulu,EsikDeger,EsikOperator,Aktif,AranmazKosulu,GorselReferansi,OlcumTanimlariJSON,OtomatikAranmazKuraliJSON,ResmiMaddeMetni,KaynakFormKodu,KaynakFormRevizyonu,KaynakFormTabloNo,KaynakFormSatirNo,DenetimProfilleriJSON,KaynakFormBolumu,KaynakFormAltGrubu
MAD-0027,27,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,EK F,Düşey merdivende basamak arkası net mesafe,Düşey merdivende en dar basamağın arkası ile kuyu duvarı arasındaki net mesafeyi ölçün.,"A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Merdiven düşey tipte değilse veya kuyu dibine ayrı erişim kapısından giriliyorsa Aranmaz.,null,"[{""id"":""merdiven_basamak_arka_mesafe"",""etiket"":""Basamak arkası–duvar net mesafesi"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En az 200 mm"",""kaynak"":""TS EN 81-20:2020""}]",null,"Düşey merdivenlerde, herhangi bir basamağın arkası ile kuyu alt boşluğu duvarı arasında asgari 200 mm net mesafe bulunmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0028,28,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,EK F,Merdivenin muhafaza konumunda durak girişine uzaklığı,Merdiven muhafaza konumundayken durak girişi kenarına olan mesafeyi ölçün.,"A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Kuyu dibine merdiven yerine ayrı erişim kapısından giriliyorsa Aranmaz.,null,"[{""id"":""merdiven_muhafaza_giris_mesafesi"",""etiket"":""Muhafaza konumunda giriş kenarına mesafe"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En fazla 800 mm"",""kaynak"":""TS EN 81-20:2020""}]",null,"Durak girişi kenarı ile muhafaza konumundaki merdiven arasındaki mesafe, 800 mm'den fazla olmamalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0029,29,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,EK F,Merdivenin çalışma konumunda erişim mesafesi,Merdiven çalışma konumundayken durak girişi kenarı ile basamak ekseni arasındaki yatay mesafeyi ölçün.,"A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Kuyu dibine merdiven yerine ayrı erişim kapısından giriliyorsa Aranmaz.,null,"[{""id"":""merdiven_calisma_giris_mesafesi"",""etiket"":""Giriş kenarı–basamak orta ekseni mesafesi"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En fazla 600 mm"",""kaynak"":""TS EN 81-20:2020""}]",null,"Durak girişi kenarı ile çalışma konumundaki merdivenin basamak sırasının ortası arasındaki mesafe, kolayca ulaşılabilir olması için azami 600 mm olmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0030,30,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,EK F,Merdivenin ilk basamağının durak eşiğine göre konumu,İlk basamağın kotu ile durak eşiği kotu arasındaki farkı ölçüp saha kaydı olarak not edin; standart kesin bir tolerans belirtmez.,"A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Kuyu dibine merdiven yerine ayrı erişim kapısından giriliyorsa Aranmaz.,null,"[{""id"":""merdiven_ilk_basamak_kot_farki"",""etiket"":""İlk basamak–durak eşiği kot farkı"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""Mümkün olduğunca 0 mm; standart kesin tolerans vermez"",""kaynak"":""TS EN 81-20:2020""}]",null,"Merdivenin birinci basamak yüksekliği, durak eşiğinin seviyesine mümkün olduğu kadar yakın konumlandırılmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0031,31,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.2.2.2,Merdiven erişim alanının aydınlatılması,Merdiven erişim yolunun kalıcı elektrikli aydınlatmasının bulunduğunu doğrulayın ve gerekiyorsa lüks değerini ölçün.,"A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Kuyu dibine merdiven yerine ayrı erişim kapısından giriliyorsa Aranmaz.,null,[],null,"Kuyuya erişim sağlayan herhangi bir kapıya/kapağa bitişik erişim yolu, kalıcı olarak kurulmuş en az 50 lüks aydınlatma şiddetine sahip elektrik aydınlatması ile aydınlatılmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0032,32,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.3.9.3.5,Kuyu dibinden durak kapısı kilidinin güvenli açılması,"Ayrı erişim kapısı yoksa, merdivenden durak kapısı kilidine olan yatay ve dikey erişim mesafesini ölçün veya kalıcı kilit açma tertibatının işlevini deneyin.","A,B,E",Görsel + Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Ayrı kuyu dibi erişim kapısı varsa veya kalıcı kilit açma tertibatı kullanılıyorsa ölçü alanları için Aranmaz.,null,"[{""id"":""kilit_acma_yuksekligi"",""etiket"":""Kilit açma noktasının erişim yüksekliği"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En fazla 1800 mm"",""kaynak"":""TS EN 81-20:2020""},{""id"":""kilit_acma_yatay_mesafesi"",""etiket"":""Merdivenden yatay erişim mesafesi"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En fazla 800 mm"",""kaynak"":""TS EN 81-20:2020""}]",null,"Giriş kapısı yoksa taşınabilir merdivenden 1,8 m yükseklikte azami 0,8 m yatay mesafede durak kapısının kilidi açılabilmelidir. (veya kalıcı bir tertibat kapı kilidini açabilmeli)",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0033,33,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.2.1.5.1 b,Kuyu dibi muayene kumandasının sığınma alanından erişimi,Kalıcı muayene kumanda istasyonunun sığınma alanına olan mesafesini ölçün ve istasyonun bu alandan çalıştırılabildiğini deneyin.,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,"[{""id"":""muayene_kumandasi_siginma_mesafesi"",""etiket"":""Muayene kumandası–sığınma alanı mesafesi"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En fazla 300 mm"",""kaynak"":""TS EN 81-20:2020""}]",null,"Sığınma alanının 0,30 m içerisinde muayene kumanda istasyonu bulunmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0034,34,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.1.2 a,Muayene anahtarının güvenli yapısı,null,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Muayene kumanda istasyonu özellikleri; Elektrik güvenlik aygıtları için gereklilikleri sağlayan bir anahtar (kontrol çalışma anahtarı). İki konumlu olması gereken bu anahtar, yanlışlıkla çalıştırılmaya karşı korunmuş olmalıdır.",ÜB.FR.38,R.04,10,30,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0035,35,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.2.4 a,NORMAL ve KONTROL konum işaretleri,null,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,Kontrol çalışma anahtarı üzerinde veya yanında “NORMAL” ve “KONTROL” kelimeleri olmalıdır.,ÜB.FR.38,R.04,10,31,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0036,36,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.1.2 b,Muayene kumandasında YUKARI ve AŞAĞI yön butonları,"Her iki yön butonuna ayrı ayrı basın. Kabinin seçilen yönde hareket ettiğini, yön işaretleri ile renk düzeninin doğru olduğunu ve istem dışı basmaya karşı koruma bulunduğunu doğrulayın.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,Yön butonları açıkça işaretlenmiş ve kazara çalıştırılmaya karşı korunmuş olmalıdır. YUKARI butonu beyaz zemin üzerinde siyah; AŞAĞI butonu siyah zemin üzerinde beyaz yön sembolü taşımalıdır.,ÜB.FR.38,R.04,10,32,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0037,37,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.1.2 d,Muayene kumandasının durdurma aygıtı,Durdurma aygıtını çalıştırın; kabin hareketinin engellendiğini ve aygıt normal konumuna alınmadan hareketin yeniden başlayamadığını doğrulayın.,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,Muayene kumanda istasyonunda bir durdurma aygıtı bulunmalıdır.,ÜB.FR.38,R.04,10,33,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0038,38,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.1.2 c,Muayene kumandası ÇALIŞTIR butonu,null,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kazara çalışmaya karşı korunmuş “ÇALIŞTIR"" basma butonu (Buton rengi mavi üstü beyaz) (IEC 60417:2002,5023) olmalıdır. (Çizelge 17 )",ÜB.FR.38,R.04,10,34,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0039,39,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.1.3,Muayene kumandasının dokunmaya karşı koruması,null,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,mm,null,null,null,null,null,null,true,null,null,[],null,"Kontrol kumanda istasyonu, asgari IPXXD’ nin (EN 60529) koruma derecesine sahip olmalıdır.(1 mm çapında tel ile içerisine ulaşılamaz.)",ÜB.FR.38,R.04,10,35,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0040,40,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.2.1 i,Birden fazla muayene kumandasının eş zamanlı çalışması,"İki veya daha fazla muayene istasyonunu aynı anda KONTROL konumuna alıp, yalnızca tüm istasyonlarda aynı anda basıldığında kabinin hareket ettiğini deneyerek doğrulayın.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,Yalnız bir muayene kumandası varsa Aranmaz.,null,[],null,"Birden fazla kontrol kumanda istasyonu, ""KONTROL""e geçmiş ise, kontrol kumanda istasyonunda aynı basma butonları aynı anda basılmadıkça, bunların herhangi birinden kabini hareket ettirmek mümkün olmamalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0041,41,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.10.7.2,Kuyu dibi servis prizi,"Prizin koruma iletkeni/toprak bağlantısını, fiziksel durumunu ve kuyu dibinden güvenli biçimde kullanılabilirliğini kontrol edin.","A,B,D,E",Görsel + Test + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Kuyu dibinde topraklı priz bulunmalıdır.,ÜB.FR.38,R.04,10,37,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0042,42,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.2.1.6,Kuyu dibinde mahsur kalma alarmı,Kuyu dibinde mahsur kalma riski olup olmadığını değerlendirin; risk varsa sığınma alanından erişilebilen alarm başlatma cihazını işlevsel olarak deneyin.,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,Mahsur kalma riski yoksa veya güvenli kaçış yolu sağlanmışsa Aranmaz.,null,[],null,Mahsur kalma tehlikesi varsa ve bu mahsur kalma durumu için hiçbir vasıta sağlanmamışsa EN 81-28'e göre sığınma alanından kullanılabilecek alarm başlatma cihazları bulunmalıdır.,ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0043,43,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.2.1 e,Muayene hızının üst sınırı,null,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,m/s,null,null,null,null,null,null,true,null,null,[],null,"Kontrol konumunda kontrol çalışma anahtarı, kabin hızı 0,63 m/s’yi aşmamalıdır.",ÜB.FR.38,R.04,10,39,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0044,44,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.12.1.5.2.1 f,Dar çalışma alanında muayene hızının üst sınırı,null,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,m,null,m/s,null,null,null,null,true,null,null,[],null,"Kontrol konumunda kontrol çalışma anahtarı, kuyu alt boşluğundaki herhangi bir ayakta durma alanındaki düşey yükseklik mesafesi 2,0 m veya daha az iken, kabin hızı 0,30 m/s’yi aşmamalıdır.",ÜB.FR.38,R.04,10,40,"[""modul_g_tam""]",KUYU ALT BOŞLUĞU DEĞERLENDİRME KRİTERLERİ,Kuyu dibi bakım kumandası
MAD-0045,45,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,"5.2.5.5.1 b, c, d",Karşı ağırlık ayırıcı bölmesinin başlangıcı ve boyutları,"Karşı ağırlık ayırıcı bölmesinin alt kenarının kuyu dibi zeminine, üst kenarının ise yüksekliğine ve genişliğine göre ölçülerini alın.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Karşı ağırlık veya dengeleme ağırlığı bulunmuyorsa Aranmaz.,null,"[{""id"":""separator_alt_kenar_yuksekligi"",""etiket"":""Separatör alt kenarının kuyu dibi zemininden yüksekliği"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En fazla 300 mm"",""kaynak"":""TS EN 81-20:2020""},{""id"":""separator_toplam_yuksekligi"",""etiket"":""Separatörün kuyu dibi zemininden üst kenar yüksekliği"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En az 2000 mm"",""kaynak"":""TS EN 81-20:2020""},{""id"":""separator_genisligi"",""etiket"":""Separatör genişliği"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""En az karşı ağırlık / dengeleme ağırlığı genişliği"",""kaynak"":""TS EN 81-20:2020""},{""id"":""karsi_agirlik_genisligi"",""etiket"":""Karşı ağırlık / dengeleme ağırlığı genişliği"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""Separatör genişliğiyle karşılaştırmak için ölçülür"",""kaynak"":""TS EN 81-20:2020""}]",null,"Karşı ağırlık bölme duvarı (kuyu dibinden en az 2,0 m yükseklik, kuyu dibi ile bölmenin en alt bölümü arası en fazla 0,3 m, genişlik en az karşı ağırlık genişliği) olmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0046,46,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.2.5.5.1 e,Karşı ağırlık rayı ile kuyu duvarı arasındaki açıklığın korunması,Karşı ağırlık rayı ile kuyu duvarı arasındaki açıklığı ölçün; 300 mm'yi aşıyorsa bu alanın da bölme ile kapatıldığını kontrol edin.,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Karşı ağırlık veya dengeleme ağırlığı bulunmuyorsa Aranmaz.,null,"[{""id"":""karsi_agirlik_rayi_duvar_acikligi"",""etiket"":""Karşı ağırlık rayı–kuyu duvarı açıklığı"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""300 mm’yi aşarsa yan açıklık da korunmalıdır"",""kaynak"":""TS EN 81-20:2020""}]",null,"Karşı ağırlık rayı ile kuyu duvarı arası 0,3 m'den fazla ise bölme duvarı ile kapatılmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0047,47,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.2.5.5.1 g,Karşı ağırlık ayırıcı bölmesinin rijitliği,Ayırıcı bölmeye 300 N'luk kuvvet uygulanan deney sonucunu inceleyin; bölmenin karşı ağırlıkla çarpışmaya yol açacak sapma göstermediğini kontrol edin.,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Karşı ağırlık veya dengeleme ağırlığı bulunmuyorsa Aranmaz.,null,[],null,Herhangi bir noktada 5 cm² yuvarlak/kare alana 300 N'a karşı yeterli rijitliğe sahip olmalı.,ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0048,48,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.2.5.7.1,Karşı ağırlık–tampon azami açıklık işareti,Karşı ağırlık bölmesi üzerinde veya yakınında azami açıklık işaretinin bulunduğunu ve okunaklı olduğunu görsel olarak kontrol edin.,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Karşı ağırlık veya dengeleme ağırlığı bulunmuyorsa Aranmaz.,null,[],null,"Kabin üst boşluğu boyutlarını korumak için kabin en üst durak seviyesinde iken, karşı ağırlık ve karşı ağırlık tamponları arasında müsaade edilen azami açıklıkları belirten bir işaret, karşı ağırlığı gösteren bölmeye yakın veya üzerine konmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0049,49,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,"5.2.5.5.1 a; TS EN ISO 13857:2019, 4.2.4.1",Delikli karşı ağırlık ayırıcı bölmesinde açıklık ve güvenlik mesafesi,Ayırıcı bölme delikliyse açıklık ölçüsünü ve bölme ile hareketli parça arası mesafeyi ölçüp TS EN ISO 13857 Çizelge 4 ile karşılaştırın.,"A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Karşı ağırlık ayırıcı bölmesi deliksizse veya karşı ağırlık/dengeleme ağırlığı yoksa Aranmaz.,G-ISO13857-C4 — Delik ölçüsü / güvenlik mesafesi tablosu,"[{""id"":""separator_delik_bicimi"",""etiket"":""Açıklık biçimi"",""birim"":null,""tur"":""secim"",""secenekler"":[""Yarık"",""Kare"",""Dairesel"",""Düzensiz""],""referans_metni"":""Güvenlik mesafesi tablosunda doğru sütunu seçmek için kaydedilir."",""kaynak"":""TS EN ISO 13857:2019""},{""id"":""separator_en_buyuk_aciklik"",""etiket"":""Açıklığın en büyük ölçüsü"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""TS EN ISO 13857:2019 Çizelge 4’e göre değerlendirilir"",""kaynak"":""TS EN 81-20:2020""},{""id"":""separator_hareketli_parca_mesafesi"",""etiket"":""Açıklık–hareketli parça en kısa mesafesi"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""TS EN ISO 13857:2019 Çizelge 4’e göre değerlendirilir"",""kaynak"":""TS EN 81-20:2020""}]",null,"Bu bölme duvarı delikli ise, EN ISO 13857 standardı 4.2.4.1'e uymalıdır. Sr: bölme ile hareketli parça arası mesafeyi, e: delikli kısmın açıklığını ifade etmektedir.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0050,50,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.2.5.4,Kuyunun altındaki erişilebilir hacimlerin korunması,"Kuyu altında erişilebilir hacim varsa, zemin tasarım yükünü teknik dosyadan doğrulayın ve karşı ağırlık/dengeleme ağırlığında güvenlik tertibatı bulunduğunu kontrol edin.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,Kuyunun altında insanların erişebildiği bir hacim yoksa Aranmaz.,null,[],null,"Kuyunun altında erişilebilir boşluklar mevcutsa, kuyu alt boşluğu zemini maruz kalınacak en az 5000 N/m²'lik bir yüke göre tasarlanmalı ve karşı ağırlık veya dengeleme ağırlığı güvenlik tertibatıyla donatılmalıdır.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0051,51,01 - Kuyu Dibi,81-20,Standart / ÜB.FR.38,5.8.1.1,"Kabin ve karşı ağırlık tamponları, açıklıkları ve kaideleri","Kabin ve karşı ağırlık tamponlarının varlığını, çarpma alanındaki kaide/baba yüksekliğinin en az 300 mm olduğunu ölçüp kontrol edin.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,"[{""id"":""kabin_tampon_boslugu"",""etiket"":""Kabin tamponu–çarpma plakası açıklığı"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""Saha/teknik dosya eşleşmesi için kaydedilir; otomatik kabul kararı yoktur."",""kaynak"":""ÜB.FR.38 Rev.04 — Temel Kuyu Tasarım Ölçüleri""},{""id"":""karsi_agirlik_tampon_boslugu"",""etiket"":""Karşı ağırlık tamponu–çarpma plakası açıklığı"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""Saha/teknik dosya eşleşmesi ve ayırıcı bölme işaretinin kontrolü için kaydedilir."",""kaynak"":""ÜB.FR.38 Rev.04 — Temel Kuyu Tasarım Ölçüleri""},{""id"":""tampon_kaide_yuksekligi"",""etiket"":""Tampon çarpma alanı kaide yüksekliği"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""Tampon/çarpma plakası kabin veya karşı ağırlığa sabitse en az 300 mm"",""kaynak"":""TS EN 81-20:2020""},{""id"":""kabin_tampon_yuksekligi"",""etiket"":""Kabin tampon yüksekliği"",""birim"":""mm"",""tur"":""sayi"",""referans_metni"":""ÜB.FR.38 saha/teknik dosya eşleşmesi için kaydedilir."",""kaynak"":""ÜB.FR.38 Rev.04 — Temel Kuyu Tasarım Ölçüleri""},{""id"":""kabin_tampon_strogu"",""etiket"":""Kabin tampon stroğu"",""birim"":""mm"",""tur"":""sayi"",""kaynak"":""ÜB.FR.65 R.00 — Teknik Dosya-Saha Eşleşme Formu"",""referans_metni"":""Sahada ölçülen değer bir kez kaydedilir; denetçi teknik dosya ve ilgili kontrol maddesiyle karşılaştırır.""},{""id"":""karsi_agirlik_tampon_strogu"",""etiket"":""Karşı ağırlık tampon stroğu"",""birim"":""mm"",""tur"":""sayi"",""kaynak"":""ÜB.FR.65 R.00 — Teknik Dosya-Saha Eşleşme Formu"",""referans_metni"":""Sahada ölçülen değer bir kez kaydedilir; denetçi teknik dosya ve ilgili kontrol maddesiyle karşılaştırır.""}]",null,"Asansörler, kabinin ve karşı ağırlığın seyrinin en alt sınırında tamponlarla donatılmalıdır. Kabine veya karşı ağırlığa sabitlenmiş tampon/tamponlar bulunması durumunda, tamponun/tamponların kuyu alt boşluğu zemini üzerindeki etki alanı/alanları, yüksekliği 300 mm'den az olmayan engel/engeller (kaide, baba) ile belirgin hâle getirilmelidir. Karşı ağırlık bölme duvarı kuyu alt boşluğu tabanından 50 mm'den fazla uzatılmadığı durumlarda karşı ağırlığa sabitlenmiş tampon/tamponlar için bir engel gerekli değildir.",ÜB.FR.38,R.04,null,null,"[""modul_g_tam"",""saha_teyidi_e"",""saha_teyidi_h1""]",null,null
